complaint_id,date_filed,category,narrative,state,channel,status,resolution_days
C000171,2025-09-20,Account Opening / KYC,Account not activated despite KYC completion. I completed my KYC formalities over three weeks ago but my account is still not activated.,Delhi,Website,Resolved,11
C000172,2025-09-01,Customer Service,No response from customer care for over a week. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Punjab,Website,Resolved,14
C000173,2025-01-17,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Bihar,Branch,Pending,
C000174,2025-12-28,Customer Service,Long waiting time for grievance redressal. I have called customer care multiple times over the past week regarding my issue but have received no response.,Gujarat,Branch,Resolved,10
C000175,2026-06-04,Customer Service,No response from customer care for over a week. I have been unable to reach my assigned relationship manager despite repeated attempts.,Madhya Pradesh,Website,Escalated,
C000176,2026-01-18,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 10000 from my account. My account was compromised and Rs 10000 was withdrawn through an ATM I never visited.,West Bengal,Branch,Resolved,19
C000177,2025-12-27,Customer Service,Branch staff misbehavior during visit. I have called customer care multiple times over the past week regarding my issue but have received no response.,Haryana,Branch,Resolved,10
C000178,2025-03-06,Charges / Fees,SMS alert charges billed incorrectly. SMS alert charges of Rs 15000 were deducted even though I have not used the SMS alert facility.,Rajasthan,Mobile App,Pending,
C000179,2025-11-20,Loan / Credit,Loan foreclosure charges not disclosed. The interest charged on my loan account does not match the amortization schedule shared at the time of sanction.,Madhya Pradesh,Email,Closed - No Action,1
C000180,2025-02-18,Loan / Credit,EMI deducted twice in the same month. My EMI of Rs 500 was deducted twice from my account in the same billing cycle.,West Bengal,Call Centre,Escalated,
C000181,2026-01-31,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. My account was compromised and Rs 7500 was withdrawn through an ATM I never visited.,Delhi,Email,Resolved,7
C000182,2025-03-26,Customer Service,Unable to reach relationship manager. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Maharashtra,Email,Pending,
C000183,2025-03-23,Digital Banking / UPI,Unable to reset net banking password. My UPI transaction of Rs 2500 failed on the app but the amount was debited from my account and not reversed.,Kerala,Email,Resolved,7
C000184,2025-12-28,ATM / Card Issues,"ATM swallowed my debit card. I attempted to withdraw Rs 15000 from an ATM but cash was not dispensed, yet my account was debited.",Gujarat,Call Centre,Resolved,15
C000185,2026-06-10,Customer Service,Long waiting time for grievance redressal. My previous complaint ticket was closed by the bank without actually resolving the underlying issue.,Telangana,Branch,Escalated,
C000186,2025-03-10,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 2500 from my account. I noticed an unauthorized transaction of Rs 2500 on my prepaid card statement which I did not perform.,Bihar,Mobile App,Resolved,5
C000187,2026-03-31,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Bihar,Branch,Pending,
C000188,2025-09-13,Digital Banking / UPI,Unable to reset net banking password. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Uttar Pradesh,Branch,Closed - No Action,4
C000189,2025-09-26,Account Opening / KYC,Nominee details not updated despite request. I completed my KYC formalities over three weeks ago but my account is still not activated.,Kerala,Email,Pending,
C000190,2025-05-06,ATM / Card Issues,ATM swallowed my debit card. My RuPay debit card was blocked suddenly and I was not informed of the reason despite calling customer care.,Kerala,Email,Resolved,12
C000191,2025-10-25,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 7500 from my account. I did not share my OTP with anyone yet Rs 7500 was debited from my savings account.,Haryana,Branch,Escalated,
C000192,2025-05-05,Customer Service,Unable to reach relationship manager. I was treated rudely by the branch staff when I visited to resolve my account issue.,Punjab,Branch,Closed - No Action,10
C000193,2026-01-13,ATM / Card Issues,Duplicate card charges applied. My card transaction was declined at a merchant outlet even though I had sufficient balance in my account.,Odisha,Mobile App,Resolved,12
C000194,2026-02-25,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I did not share my OTP with anyone yet Rs 4999 was debited from my savings account.,Haryana,Website,Pending,
C000195,2026-04-23,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 2500 from my account. My account was compromised and Rs 2500 was withdrawn through an ATM I never visited.,West Bengal,Branch,Pending,
C000196,2026-05-30,Charges / Fees,SMS alert charges billed incorrectly. My account statement shows multiple charges of Rs 25000 that were never explained to me.,Uttar Pradesh,Mobile App,Closed - No Action,8
C000197,2025-11-27,Digital Banking / UPI,Mobile banking app not reflecting correct balance. The mobile banking app is showing an incorrect balance that does not match my passbook entries.,Madhya Pradesh,Call Centre,Closed - No Action,11
C000198,2025-10-09,Charges / Fees,SMS alert charges billed incorrectly. The GST charged on my banking fees this month is higher than the applicable rate.,Tamil Nadu,Website,Resolved,23
C000199,2025-06-07,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI autopay mandate deducted Rs 1200 which is more than the agreed subscription amount.,West Bengal,Website,Resolved,1
C000200,2025-09-29,Fraud / Unauthorized Transactions,Unauthorized debit of Rs 500 from my account. I did not share my OTP with anyone yet Rs 500 was debited from my savings account.,Punjab,Website,Pending,
C000201,2025-10-24,Account Opening / KYC,"Delay in re-KYC process. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Tamil Nadu,Email,Pending,
C000202,2025-03-03,ATM / Card Issues,"ATM swallowed my debit card. I attempted to withdraw Rs 10000 from an ATM but cash was not dispensed, yet my account was debited.",Gujarat,Email,Resolved,1
C000203,2025-11-17,Account Opening / KYC,Nominee details not updated despite request. The branch keeps asking for documents that I have already submitted twice for KYC verification.,West Bengal,Call Centre,Escalated,
C000204,2025-04-19,Account Opening / KYC,"Nominee details not updated despite request. Despite submitting the nominee update form, the nominee details on my account remain unchanged.",Karnataka,Branch,Resolved,4
C000205,2026-03-05,Fraud / Unauthorized Transactions,OTP fraud - amount deducted without authorization. I did not share my OTP with anyone yet Rs 500 was debited from my savings account.,Haryana,Branch,Resolved,9
C000206,2026-05-26,Charges / Fees,SMS alert charges billed incorrectly. SMS alert charges of Rs 7500 were deducted even though I have not used the SMS alert facility.,Rajasthan,Mobile App,Closed - No Action,1
C000207,2025-12-28,Fraud / Unauthorized Transactions,Fraudulent transaction on my prepaid card. I noticed an unauthorized transaction of Rs 10000 on my prepaid card statement which I did not perform.,Tamil Nadu,Email,Resolved,11
C000208,2025-04-21,Digital Banking / UPI,UPI autopay deducted incorrect amount. My UPI transaction of Rs 15000 failed on the app but the amount was debited from my account and not reversed.,Punjab,Email,Resolved,16
C000209,2025-07-19,Loan / Credit,Incorrect interest calculation on my loan account. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Tamil Nadu,Mobile App,Resolved,2
C000210,2025-05-02,Account Opening / KYC,Nominee details not updated despite request. My account has been frozen citing a KYC mismatch even though my documents are valid and up to date.,West Bengal,Website,Resolved,13
C000211,2026-02-16,Loan / Credit,Credit score impacted due to incorrect reporting. My credit score has been negatively impacted due to incorrect reporting of my loan repayment status.,Uttar Pradesh,Mobile App,Resolved,12
C000212,2025-06-02,ATM / Card Issues,Card declined despite sufficient balance. The ATM machine retained my card and I have not received it back after multiple visits to the branch.,Bihar,Call Centre,Resolved,3
C000213,2026-06-04,ATM / Card Issues,Card declined despite sufficient balance. I was charged twice for a single annual card fee this quarter.,Madhya Pradesh,Email,Escalated,
C000214,2026-01-13,Customer Service,Long waiting time for grievance redressal. I have called customer care multiple times over the past week regarding my issue but have received no response.,Maharashtra,Email,Resolved,8
C000215,2025-09-29,Digital Banking / UPI,UPI autopay deducted incorrect amount. A fund transfer of Rs 4999 initiated three days ago is still showing as pending status.,Bihar,Branch,Closed - No Action,11
C000216,2026-01-25,Customer Service,Branch staff misbehavior during visit. I have been unable to reach my assigned relationship manager despite repeated attempts.,Telangana,Branch,Resolved,1
C000217,2026-03-28,Fraud / Unauthorized Transactions,Fraudulent transaction on my debit card. I received a call from an unknown number claiming to be from the bank and my account was debited by Rs 50000 without my authorization.,Gujarat,Website,Resolved,14
C000218,2026-06-16,Charges / Fees,Unexplained deduction of maintenance charges. SMS alert charges of Rs 50000 were deducted even though I have not used the SMS alert facility.,West Bengal,Email,Resolved,16
C000219,2026-06-30,Digital Banking / UPI,Mobile banking app not reflecting correct balance. A fund transfer of Rs 10000 initiated three days ago is still showing as pending status.,Kerala,Call Centre,Resolved,2
C000220,2025-11-02,Digital Banking / UPI,Mobile banking app not reflecting correct balance. I am unable to reset my net banking password despite following the official reset procedure multiple times.,Tamil Nadu,Call Centre,Resolved,17
